Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Crop_Yield_tonnes_per_ha,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Crop_Type_Cotton,Crop_Type_Maize,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Wheat,Irrigation_Yes
912.0,21.9,5.46,189.2,4.42,8.7,2.61,9.69,0,0,0,0,0,0,1,0,0,1
1141.6,27.9,6.03,139.3,4.91,4.9,9.03,7.99,0,0,0,0,0,0,0,0,0,1
827.6,27.7,5.98,169.5,7.02,10.6,3.89,8.25,1,0,0,0,0,0,0,0,1,0
740.3,24.84,7.17,182.4,3.87,8.3,0.61,9.3,1,0,0,0,0,0,0,0,0,1
658.7,20.7,6.08,203.8,5.35,8.4,3.4,8.2,0,0,1,0,0,0,0,1,0,1
662.2728,29.0,6.47,136.6,1.34,5.9,13.39,8.66,0,0,0,0,0,0,1,0,0,1
878.3,25.2,6.63,142.44,4.54,8.9,9.67,8.93,0,0,1,0,0,0,1,0,0,1
701.5,23.8,6.05,172.8,3.49,7.9,1.5,8.75,0,0,0,1,0,0,0,0,0,1
962.1,24.9,6.94,144.3,5.8,8.8,7.28,11.05,0,1,0,0,0,1,0,0,0,0
959.2,18.3,6.39,143.0,7.21,6.6,3.31,8.29,0,0,1,0,0,0,0,0,1,1
808.0,31.0,7.0,171.5,6.27,7.4,5.344,9.76,0,1,0,0,0,1,0,0,0,0
1117.2,27.6,8.18,155.9,3.82,8.4,8.33,9.88,0,0,0,1,0,1,0,0,0,1
921.3,16.1,6.98,172.5,2.62,7.6,3.12,7.8,0,0,0,0,0,0,0,0,1,1
901.5799999999999,15.7,6.19,155.4,6.26,9.9,11.11,8.54,0,1,0,0,0,0,0,1,0,1
997.4,15.6,6.41,38.5,3.05,7.1,4.55,5.29,0,0,1,0,1,0,0,0,0,0
577.1,16.4,7.53,220.8,5.14,6.3,3.67,6.35,0,0,1,0,1,0,0,0,0,1
590.5,29.7,6.86,32.5,8.05,9.4,2.382,5.9,0,0,1,0,0,0,0,1,0,0
700.3,28.4,7.28,210.7,4.27,5.0,0.7,6.02,0,0,0,0,1,0,0,0,0,0
938.9,23.5,6.37,187.2,0.85,8.1,3.11,7.82,0,0,0,0,0,0,0,0,1,0
821.7,27.3,5.71,63.6,3.47,8.1,3.88,10.51,0,0,1,0,0,1,0,0,0,1
1398.0,26.0,7.32,106.8,5.47,9.9,3.56,6.89,0,0,0,1,0,0,0,1,0,0
728.4,20.0,5.93,88.9,2.32,7.8,2.06,10.21,1,0,0,0,0,1,0,0,0,0
508.8,30.7,6.5,57.3,1.31,7.4,5.67,7.22,0,0,0,1,0,0,0,0,0,1
1009.2,20.5,7.24,148.67999999999998,10.25,5.0,2.43,8.67,0,0,0,0,0,0,1,0,0,1
973.4,14.5,6.39,219.6,6.77,8.6,2.34,7.01,0,0,0,0,1,0,0,0,0,1
996.3,28.4,6.714,99.7,4.48,7.7,4.57,7.78,0,1,0,0,0,0,0,0,0,1
909.2,22.0,4.87,205.3,7.21,6.4,7.1,7.2,0,0,0,1,0,0,0,1,0,1
871.2,19.2,6.7,124.9,4.4799999999999995,11.0,5.08,8.97,0,0,0,1,0,0,0,0,0,1
956.8,16.4,4.59,143.45999999999998,3.35,8.8,11.36,7.94,1,0,0,0,0,0,1,0,0,0
1106.8,20.5,6.93,215.9,5.71,4.8,2.34,8.18,1,0,0,0,0,0,0,1,0,0
770.2,15.4,7.02,184.4,4.8,7.9,1.67,11.578600000000005,1,0,0,0,0,1,0,0,0,1
341.2,27.1,6.93,123.0,5.76,8.9,1.9,7.11,0,0,0,0,0,0,0,1,0,1
1043.3,22.4,6.63,182.5,2.44,4.9,8.28,10.56,0,0,0,0,0,1,0,0,0,0
957.4,21.5,7.69,268.4,6.53,7.0,3.19,9.53,0,0,0,0,0,0,1,0,0,1
995.1,19.9,5.12,156.44,0.0,9.2,4.01,6.12,0,0,1,0,1,0,0,0,0,0
1043.6,15.4,4.59,152.7,7.92,9.0,23.45,5.79,0,0,1,0,1,0,0,0,0,1
667.0,24.7,7.16,97.2,4.89,6.0,2.32,6.78,0,0,0,0,0,0,0,0,1,0
971.4,28.4,8.42,91.3,5.67,7.3,0.48,5.36,0,1,0,0,0,0,0,1,0,0
795.34,23.4,6.88,68.9,2.44,4.7,4.8,7.07,0,0,1,0,0,0,0,1,0,1
1203.9,25.9,6.51,239.6,5.34,6.8,5.22,7.0,0,0,1,0,1,0,0,0,0,1
1128.2,12.9,4.94,120.5,3.37,7.4,0.91,7.3,0,0,0,0,0,0,1,0,0,0
829.0,29.0,6.0,175.5,4.34,4.4,3.32,8.19,1,0,0,0,0,0,0,1,0,1
907.8,22.0,5.42,75.2,4.68,5.4,4.41,7.47,0,1,0,0,0,0,0,1,0,1
461.2,26.8,6.63,226.4,2.95,7.5,1.89,7.35,0,0,1,0,0,0,0,0,1,1
781.0,25.2,5.31,158.1,10.17,7.4,3.34,8.4,0,0,0,1,0,0,0,0,0,1
533.1,15.6,6.304,190.1,3.29,6.3,4.06,8.51,0,0,0,1,0,0,0,0,1,1
990.2,25.5,5.8,166.5,5.24,7.5,3.05,9.21,0,1,0,0,0,0,1,0,0,1
909.3,17.1,6.92,141.6,1.56,8.0,9.61,9.16,1,0,0,0,0,0,0,0,0,1
623.3,24.3,4.91,138.1,2.39,6.7,1.6,6.9,1,0,0,0,0,0,0,0,0,0
632.7,20.6,7.32,180.0,7.02,5.7,0.93,8.21,0,0,0,1,0,0,1,0,0,0
940.3,16.1,7.03,131.8,4.57,6.9,2.56,7.62,0,0,1,0,0,0,0,0,1,0
1084.2,18.6,8.05,217.7,5.37,9.9,2.43,6.56,0,0,0,0,0,0,0,1,0,0
961.1,26.6,7.47,216.4,6.3,8.4,9.77,8.67,0,0,0,0,0,0,0,0,0,1
862.4,26.560000000000002,6.22,160.8,1.43,9.7,3.61,7.59,0,0,0,1,0,0,0,0,0,1
990.3,19.9,5.98,15.1,4.2,7.5,1.56,7.11,0,1,0,0,0,0,0,1,0,1
1069.1,22.4,5.55,244.0,2.86,8.36,4.914,10.4,0,0,0,1,0,1,0,0,0,0
688.6,26.4,6.64,131.4,5.4,4.8,0.95,7.01,0,0,0,0,0,0,0,1,0,1
555.2,24.5,5.21,134.5,7.65,9.6,0.85,9.49,0,0,0,1,0,0,1,0,0,1
1051.0,22.1,6.24,93.7,3.232,7.0,3.6,7.57,0,0,1,0,0,0,1,0,0,0
1079.5,21.3,6.23,181.7,7.06,8.0,0.8,11.51,0,0,0,0,0,1,0,0,0,1
1127.4,21.7,6.79,175.7,6.72,5.7,2.11,8.66,0,1,0,0,0,0,0,0,1,0
1146.6,28.1,7.06,149.5,3.37,6.2,0.72,8.51,1,0,0,0,0,0,0,0,1,0
762.6,19.5,6.42,74.2,4.73,8.0,3.58,6.83,0,1,0,0,0,0,0,1,0,0
1273.0,25.7,7.33,225.4,4.9,7.5,0.96,10.25,1,0,0,0,0,0,1,0,0,1
783.9,35.9,7.76,203.1,4.54,9.0,1.17,6.12,0,0,0,0,0,0,0,1,0,0
918.96,27.4,7.64,141.5,4.98,8.2,5.67,9.78,0,0,1,0,0,1,0,0,0,1
1186.5,30.3,6.05,207.3,6.45,10.7,1.83,7.1,0,1,0,0,0,0,0,0,1,0
1088.2,26.7,6.79,56.0,3.92,7.9,7.37,7.75,0,0,0,0,0,0,0,0,1,1
1320.4,30.5,5.54,85.5,4.16,7.7,3.48,7.55,0,0,0,0,0,0,0,0,1,0
495.8,26.1,6.44,236.2,3.8659999999999997,8.2,11.74,8.61,0,0,0,0,0,0,0,0,1,1
1159.4,26.7,5.9,229.8,5.0,8.0,7.45,8.32,0,0,0,1,0,0,0,0,1,1
1392.2,24.4,7.48,245.7,8.62,6.0,6.53,7.26,0,0,0,0,1,0,0,0,0,1
1035.7,13.6,6.81,204.2,5.39,8.6,1.59,7.24,1,0,0,0,1,0,0,0,0,0
330.164,25.8,6.19,107.2,1.57,7.1,7.93,6.59,0,0,0,1,0,0,0,1,0,1
938.3,24.8,6.07,142.6,7.9,9.1,1.1,6.73,0,0,0,1,0,0,0,1,0,0
1349.2,28.8,7.37,135.7,7.4,5.2,0.94,6.19,0,0,0,0,1,0,0,0,0,1
1028.7,24.3,7.32,7.624000000000001,7.35,8.3,4.36,10.72,0,0,0,1,0,1,0,0,0,1
682.6,22.0,6.6,133.3,4.22,6.5,3.45,6.3,0,0,1,0,0,0,0,1,0,0
660.4,23.4,5.87,112.5,8.83,6.8,4.39,7.05,0,0,0,0,0,0,0,0,1,0
752.7,29.9,6.31,193.9,3.4,7.0,3.72,11.37,0,1,0,0,0,1,0,0,0,1
1396.9,24.8,8.14,77.6,3.84,8.0,6.82,6.58,0,0,0,1,0,0,0,1,0,0
996.7,34.9,5.57,52.0,3.3919999999999995,6.6,11.43,7.16,0,1,0,0,0,0,0,0,0,1
484.5,19.2,5.39,182.9,7.73,6.2,28.908999999999867,7.58,1,0,0,0,1,0,0,0,0,1
703.0,19.7,6.84,46.8,2.33,5.8,9.0,5.2514,0,0,0,0,0,0,0,1,0,0
954.6,25.5,6.59,170.3,3.1,6.5,0.71,8.25,0,0,0,1,0,0,0,1,0,1
1289.2,23.9,6.14,132.3,5.444,7.359999999999999,1.29,7.04,0,0,0,1,1,0,0,0,0,1
1267.1,20.8,7.17,231.1,6.04,7.1,4.67,7.46,0,0,0,1,1,0,0,0,0,0
414.6,12.6,5.87,214.8,8.11,6.5,4.06,7.26,0,1,0,0,0,0,0,0,0,1
919.76,20.1,7.1,130.4,6.53,6.8,2.18,7.47,0,0,1,0,0,0,1,0,0,0
892.6,32.8,5.18,226.4,6.98,9.4,4.38,7.1,1,0,0,0,0,0,0,1,0,1
788.2,25.4,5.34,93.2,5.43,7.5,0.76,8.02,0,0,0,1,0,0,1,0,0,0
654.0,23.2,7.5,255.5,5.6,8.0,2.83,7.2,0,0,1,0,1,0,0,0,0,1
786.7728,21.56,6.47,108.7,4.45,7.5,14.75,9.49,0,0,0,1,0,0,1,0,0,1
1246.4,28.0,6.938,102.0,8.6,7.5,2.79,7.81,0,1,0,0,0,0,0,1,0,1
883.5,20.0,5.84,112.8,2.52,8.0,1.47,9.21,0,1,0,0,0,0,1,0,0,1
819.6,27.8,6.24,195.6,10.857599999999984,7.8,3.51,9.46,0,0,1,0,0,0,1,0,0,1
709.0,18.6,6.36,168.1,3.28,7.8,1.09,10.17,0,0,0,0,0,1,0,0,0,0
873.3,29.3,7.01,213.2,7.95,7.5,0.68,9.26,0,0,1,0,0,1,0,0,0,0
854.9399999999999,26.1,7.13,187.1,2.24,8.0,1.95,8.81,0,0,0,0,0,0,0,0,1,1
962.6,22.5,7.82,110.0,9.66,7.4,3.32,7.79,0,0,0,0,0,0,1,0,0,0
647.2,19.7,6.74,99.7,4.14,5.6,12.89,7.7,1,0,0,0,0,0,0,1,0,0
918.8,30.6,7.47,139.92000000000002,7.99,6.7,8.82,8.0,0,0,1,0,0,0,0,0,0,1
935.8,15.0,5.87,199.9,1.08,6.4,0.67,5.94,0,0,0,0,1,0,0,0,0,0
570.7,32.1,6.71,7.624000000000001,5.97,7.8,0.93,8.62,0,0,0,1,0,1,0,0,0,0
1369.0,19.5,5.62,92.0,1.75,6.5,3.34,6.65,0,0,0,0,1,0,0,0,0,1
865.8,28.4,6.32,232.6,5.89,7.7,10.48,8.06,0,0,1,0,0,0,0,1,0,1
330.164,17.3,5.47,51.3,2.72,8.0,6.92,6.7,0,0,0,1,0,0,0,1,0,1
1404.5,27.8,6.09,125.5,5.72,10.4,2.2,10.85,0,1,0,0,0,1,0,0,0,1
899.24,27.0,6.04,150.6,0.0,8.6,2.07,8.23,0,0,0,0,0,0,0,0,1,0
1061.9,28.2,4.99,128.5,7.06,7.7,9.82,9.4,0,0,0,0,0,1,0,0,0,0
874.6,24.0,7.57,92.0,3.6,5.2,15.72,11.08,0,0,0,1,0,1,0,0,0,1
1006.2,34.8,6.04,162.8,5.46,7.6,1.01,6.73,0,0,0,0,0,0,0,0,1,0
1096.3,27.6,8.3,87.3,4.47,7.0,7.71,7.56,0,0,1,0,0,0,1,0,0,0
896.2800000000001,26.6,5.86,74.5,9.53,6.5,1.35,10.18,0,1,0,0,0,1,0,0,0,1
827.3,25.1,6.67,181.7,0.8,7.3,3.8099999999999996,10.51,0,1,0,0,0,1,0,0,0,1
939.4,18.7,6.632,206.4,6.9,6.2,1.04,10.4,0,0,1,0,0,1,0,0,0,1
675.3,17.6,6.14,251.3,2.39,5.3,4.428,8.37,0,0,0,0,0,0,1,0,0,1
1059.0,29.1,6.48,82.3,5.4,7.7,6.78,9.57,0,0,1,0,0,0,1,0,0,1
896.9,21.1,6.43,82.5,4.25,6.8,5.29,7.7,0,0,1,0,0,0,0,1,0,1
789.5,28.5,7.38,125.5,6.04,9.2,5.214,7.71,0,0,0,1,0,0,0,1,0,0
1254.6,25.9,5.06,199.6,6.43,8.7,0.85,10.31,0,0,0,0,0,1,0,0,0,1
1118.6,17.3,6.49,118.1,8.99,6.0,1.6,7.37,0,0,0,0,0,0,0,1,0,1
648.6,15.7,7.44,132.9,4.97,6.4,3.89,8.2,0,1,0,0,0,0,0,0,1,1
734.7,22.1,6.43,104.0,4.554,6.5,2.28,10.2,0,0,1,0,0,1,0,0,0,0
1442.8,27.9,5.59,135.3,3.8,4.9,3.13,7.29,1,0,0,0,1,0,0,0,0,0
757.6,21.3,6.21,7.624000000000001,5.12,8.7,3.8,7.75,1,0,0,0,0,0,0,0,1,0
1209.1,22.8,8.31,125.5,3.01,5.6,0.91,7.03,0,0,1,0,0,0,1,0,0,0
1233.0,25.96,6.02,222.7,5.45,9.1,3.8,9.63,0,0,0,1,0,0,0,1,0,1
477.3,27.1,5.96,92.7,8.38,5.4,4.88,7.41,1,0,0,0,0,0,0,0,0,1
657.8,28.0,5.46,213.5,1.81,7.0,2.768,7.17,0,0,1,0,0,0,0,0,1,1
652.8,29.3,6.79,138.42000000000002,5.2,9.3,3.0,8.74,0,0,0,1,0,0,0,0,1,1
833.2,21.0,5.83,180.3,6.03,7.0,0.95,8.02,1,0,0,0,0,0,0,0,0,0
876.5,16.0,6.13,95.2,4.78,6.2,0.89,10.65,0,0,0,1,0,1,0,0,0,0
1175.4,22.3,6.87,175.76000000000002,0.0,7.8,0.98,10.08,0,0,0,0,0,1,0,0,0,1
830.2,31.4,7.55,174.2,3.17,6.3,1.67,7.11,0,0,1,0,0,0,0,0,1,0
1025.4,21.6,6.18,149.7,5.39,8.1,12.44,8.17,0,0,0,0,0,0,0,0,0,0
1000.5,19.4,6.62,144.3,8.69,7.1,1.84,10.06,1,0,0,0,0,0,1,0,0,0
957.5,26.6,8.23,135.6,8.45,7.9,2.37,6.42,0,1,0,0,1,0,0,0,0,1
908.0,22.0,5.99,243.5,0.91,11.0,28.908999999999867,9.26,1,0,0,0,0,0,0,0,0,0
904.2,32.4,5.12,71.6,8.3,10.7,3.54,5.67,0,0,1,0,0,0,0,1,0,0
577.7,24.0,5.7,152.8,6.2,8.0,5.61,7.06,0,0,1,0,0,0,0,1,0,1
1155.8,23.0,6.02,165.8,3.39,6.0,4.36,7.87,0,0,1,0,0,0,0,0,1,1
1241.5,32.6,7.56,147.9,5.98,9.2,3.2,7.79,0,1,0,0,0,0,0,0,0,1
841.2,30.2,6.37,154.8,0.34,5.4,2.0,6.6,0,0,1,0,0,0,0,0,1,0
638.3,23.4,6.77,169.4,6.63,5.8,3.79,8.74,0,0,0,0,0,0,0,0,0,1
432.5,29.8,7.02,122.1,2.51,7.2,3.71,5.68,0,0,1,0,1,0,0,0,0,0
1326.9,21.6,5.85,191.8,6.02,5.0,6.3,8.69,1,0,0,0,0,0,0,0,0,1
532.0,28.7,5.89,153.3,0.47,8.7,9.91,7.37,0,0,0,0,0,0,0,0,1,1
854.5,27.5,6.22,245.8,5.13,7.0,4.02,6.46,0,0,0,0,1,0,0,0,0,0
1101.1,33.1,5.31,62.1,6.77,7.7,5.65,5.45,0,0,1,0,1,0,0,0,0,1
1191.7,24.2,5.83,74.9,3.06,7.0,0.48,8.46,0,0,0,0,0,0,1,0,0,1
1044.4,19.7,7.5,108.4,1.45,7.6,2.35,8.21,0,1,0,0,0,0,1,0,0,1
1192.2,21.9,6.62,160.9,6.21,6.6,9.45,9.92,0,1,0,0,0,0,1,0,0,1
897.7,29.1,6.39,253.6,5.74,7.0,0.85,6.84,0,0,1,0,0,0,0,0,1,0
1096.7,21.5,6.43,124.6,5.51,7.0,3.38,5.45,0,0,0,1,1,0,0,0,0,0
1182.6,23.5,6.34,149.0,5.44,7.5,6.84,8.24,0,1,0,0,0,0,0,0,1,0
735.3,21.3,7.38,177.8,4.17,10.2,1.26,10.66,0,0,0,0,0,1,0,0,0,1
1055.6,14.4,8.15,112.8,6.11,5.4,6.63,9.49,1,0,0,0,0,0,1,0,0,1
990.24,22.099999999999998,5.95,200.5,7.84,6.8,1.58,8.41,0,1,0,0,0,0,1,0,0,0
1271.6,26.3,6.41,123.63999999999999,3.636,7.0,4.37,6.47,0,0,1,0,0,0,0,1,0,0
618.7,31.8,6.39,126.8,5.7,8.6,1.53,10.38,0,1,0,0,0,1,0,0,0,1
521.2,26.3,5.78,107.2,10.857599999999984,6.6,1.55,9.94,1,0,0,0,0,1,0,0,0,0
714.7,19.9,7.97,114.6,3.56,6.9,15.41,5.94,0,0,1,0,1,0,0,0,0,1
944.4799999999999,20.3,6.5,111.3,0.0,5.9,3.95,7.77,0,0,0,0,0,0,0,1,0,0
1121.3,22.1,6.76,63.4,9.31,9.9,0.94,7.24,0,0,1,0,0,0,1,0,0,0
1103.8,19.9,6.3,253.9,7.32,5.6,1.5,8.24,1,0,0,0,0,0,0,0,0,0
400.6,15.9,7.77,107.4,5.88,5.4,1.97,8.31,0,0,0,1,0,0,1,0,0,1
1256.2,26.6,7.68,114.8,6.34,6.1,28.908999999999867,7.3,1,0,0,0,0,0,0,0,0,0
646.2,29.8,7.33,103.9,6.93,7.8,3.814,7.01,0,0,0,1,0,0,0,0,0,0
884.4,24.8,7.09,150.6,1.57,6.5,1.72,7.64,1,0,0,0,0,0,0,1,0,0
502.4,23.8,7.37,142.5,7.88,6.82,8.53,7.62,0,0,0,1,1,0,0,0,0,1
798.2,21.5,4.62,132.4,6.14,6.8,6.11,8.24,0,0,0,0,0,0,0,0,1,0
1374.2,19.3,6.1,200.0,2.37,7.8,7.37,11.578600000000005,0,0,0,0,0,1,0,0,0,1
743.0,24.7,5.52,120.2,7.06,6.9,2.34,7.54,0,0,0,0,0,0,0,0,1,0
547.0,25.4,4.95,114.0,0.67,6.8,5.8100000000000005,10.49,1,0,0,0,0,1,0,0,0,1
837.2,26.2,6.91,137.3,5.77,10.6,10.02,7.98,0,0,1,0,0,0,1,0,0,0
1258.3,19.8,6.33,176.7,3.91,6.1,5.85,8.23,0,0,0,1,0,0,0,1,0,1
1088.4,23.2,6.85,179.1,6.15,7.4,2.29,8.64,0,0,0,0,0,0,0,0,0,1
1031.4,22.5,6.54,116.5,6.28,10.3,8.57,8.53,0,1,0,0,0,0,0,1,0,1
1105.1,20.1,8.42,142.7,8.59,10.1,3.57,8.6,0,0,0,0,0,0,0,1,0,1
891.1,29.2,5.84,100.2,0.52,6.8,1.64,10.48,0,0,0,1,0,1,0,0,0,0
1021.9,12.4,5.97,122.5,8.75,8.1,3.7299999999999995,7.75,0,0,0,1,0,0,0,0,0,0
1001.1,27.3,5.974,221.0,8.43,7.9,2.62,8.41,0,0,0,1,0,0,0,0,0,1
1029.4,20.6,6.03,184.0,4.79,7.2,2.61,8.98,1,0,0,0,0,0,0,0,0,0
1016.4,27.5,7.79,60.8,4.65,8.7,5.82,7.98,0,0,1,0,0,0,1,0,0,1
1092.6,19.5,4.64,99.5,5.81,6.0,2.74,5.6,0,0,1,0,1,0,0,0,0,0
989.6,30.5,7.8,13.6,3.49,5.1,3.17,10.46,1,0,0,0,0,1,0,0,0,1
1147.1,23.1,7.6,260.5,5.79,4.3,3.82,9.9,0,1,0,0,0,1,0,0,0,0
928.28,26.1,4.59,262.8,3.7,5.3,2.33,6.61,0,0,0,1,0,0,0,1,0,1
874.5,21.9,6.94,258.1,5.55,7.0,1.76,6.81,0,0,1,0,1,0,0,0,0,1
881.7,20.1,6.21,190.5,3.93,9.4,28.55,9.43,1,0,0,0,0,0,1,0,0,0
1144.8,22.0,7.11,203.3,3.95,6.2,4.09,7.73,0,1,0,0,0,0,0,1,0,1
715.7,27.3,5.86,172.0,0.92,9.5,3.67,11.42,0,0,0,1,0,1,0,0,0,1
427.9,20.5,6.33,244.7,5.71,8.0,4.44,9.08,0,0,1,0,0,1,0,0,0,0
1111.7,23.2,4.84,230.0,3.3,7.8,13.5,6.38,0,0,0,0,1,0,0,0,0,1
1104.9,15.5,5.13,85.1,2.47,7.8,5.6,11.01,1,0,0,0,0,1,0,0,0,1
814.7,34.2,6.75,228.4,5.264,6.9,3.84,6.76,0,1,0,0,0,0,0,0,1,0
892.8,21.1,7.57,154.1,6.01,5.6,2.77,8.92,0,1,0,0,0,0,1,0,0,0
1032.8,27.4,6.29,260.6,7.76,9.0,4.92,8.93,0,0,1,0,0,0,1,0,0,1
1287.8,28.5,6.19,181.6,5.33,5.7,28.908999999999867,7.5,0,0,0,0,0,0,0,1,0,0
966.1,30.5,5.95,95.7,7.58,7.5,11.83,10.08,0,0,0,0,0,1,0,0,0,1
1382.0,25.0,5.4,223.7,6.27,8.7,2.78,11.12,0,1,0,0,0,1,0,0,0,1
831.3,24.8,6.9,97.4,3.68,6.9,3.34,8.28,0,1,0,0,0,0,0,0,0,1
1488.4299999999998,21.4,7.01,115.5,3.08,8.0,7.33,8.06,0,1,0,0,0,0,0,0,0,1
985.5,29.8,6.52,225.5,0.0,6.9,3.24,8.44,0,0,0,0,0,0,0,0,0,1
886.8,21.5,6.58,137.0,9.09,5.6,4.9,8.58,0,0,0,1,0,0,0,0,1,1
1099.3,31.9,7.36,148.2,7.72,7.0,1.6,7.19,1,0,0,0,1,0,0,0,0,1
1149.9,31.4,8.39,194.6,4.84,9.2,6.23,7.1,1,0,0,0,1,0,0,0,0,1
801.7,20.4,7.06,97.1,5.13,8.4,3.64,8.7,1,0,0,0,0,0,0,0,1,0
990.5,27.0,7.2,55.8,1.72,6.3,2.57,9.72,0,0,1,0,0,1,0,0,0,1
1048.4,19.8,5.56,83.3,4.79,8.4,0.71,7.82,0,1,0,0,0,0,0,0,0,1
753.2,20.3,6.51,71.6,0.02,4.7,9.13,7.12,0,0,0,0,0,0,0,1,0,0
1070.5,24.9,6.812,84.3,5.43,4.3,3.17,8.29,0,0,0,0,0,0,0,1,0,1
708.5056000000001,20.1,7.36,118.8,5.55,7.6,9.79,9.97,0,0,0,1,0,1,0,0,0,0
1022.9,21.0,6.73,161.38,5.28,7.1,5.05,6.96,0,0,0,0,0,0,0,0,1,0
1177.3,25.1,7.26,170.5,1.42,5.5,8.2,7.45,0,1,0,0,0,0,0,0,1,0
697.2,16.4,6.11,202.54000000000002,6.73,7.1,12.09,6.83,0,0,0,0,0,0,0,0,0,0
889.2,26.7,5.15,103.2,6.55,8.7,5.44,5.2514,0,1,0,0,1,0,0,0,0,0
1075.6,24.8,6.9,134.3,4.02,8.8,4.52,8.99,0,0,1,0,0,0,1,0,0,1
1035.1,29.6,7.07,7.624000000000001,1.2,8.7,2.58,7.48,0,0,0,0,0,0,1,0,0,0
848.4,29.4,5.3,232.9,9.37,5.0,1.62,9.87,0,1,0,0,0,0,1,0,0,1
854.4,14.0,5.26,140.74,7.14,9.0,4.6,7.84,0,1,0,0,0,0,0,1,0,1
873.0,25.9,5.55,118.1,2.33,7.9,8.08,8.97,1,0,0,0,0,0,0,0,0,1
1087.5,13.2,5.25,111.4,0.47,7.9,6.78,5.34,0,1,0,0,1,0,0,0,0,0
1078.8,21.4,7.52,131.8,5.52,6.6,0.68,7.56,0,0,0,1,0,0,0,1,0,1
465.0,27.939999999999998,5.88,86.7,5.98,7.4,3.27,8.24,0,0,0,0,0,0,1,0,0,0
1044.8,28.6,5.26,167.33999999999997,4.96,6.0,0.86,8.52,0,0,1,0,0,1,0,0,0,0
824.5,25.96,6.85,151.18,2.65,6.4,2.71,6.72,0,1,0,0,1,0,0,0,0,1
998.1,17.6,6.61,241.0,2.22,9.0,1.31,9.88,0,1,0,0,0,1,0,0,0,0
1209.4,14.1,6.58,160.57999999999998,7.22,6.3,0.95,8.6,0,0,1,0,0,0,1,0,0,1
1355.3,28.9,4.9,212.9,8.64,7.5,10.65,10.56,1,0,0,0,0,1,0,0,0,0
793.8,19.0,7.06,130.8,5.23,6.8,4.87,7.92,0,0,0,1,1,0,0,0,0,1
927.7,20.9,6.34,194.5,2.41,7.2,15.53,6.8,0,0,0,1,0,0,0,0,0,0
781.9,17.6,5.13,122.0,6.14,7.1,3.5,7.52,0,0,0,1,1,0,0,0,0,1
638.5,30.4,6.89,162.6,8.17,5.7,6.79,7.09,1,0,0,0,0,0,0,1,0,0
388.1,20.8,6.36,195.4,3.35,4.0,2.16,7.75,0,0,0,1,0,0,0,0,1,0
615.5,20.9,7.97,97.1,4.59,8.8,3.42,10.74,0,0,0,0,0,1,0,0,0,1
919.7,23.2,6.91,138.4,5.17,6.0,0.71,9.36,0,0,0,0,0,0,0,0,1,1
330.164,35.9,6.46,151.64000000000001,4.95,8.0,6.28,6.42,1,0,0,0,0,0,0,0,0,1
1287.1,15.6,5.75,260.9,5.41,9.0,4.95,7.11,0,0,0,0,1,0,0,0,0,1
1136.7,20.7,5.22,145.4,5.48,7.1,5.2,9.58,0,0,0,0,0,0,1,0,0,1
612.0,28.2,5.71,148.8,7.53,5.3,2.46,8.21,0,0,0,0,0,0,0,1,0,1
837.6,22.9,6.05,144.8,4.4,6.0,0.42,9.66,1,0,0,0,0,0,0,0,1,1
742.0,25.5,6.68,194.7,9.17,6.2,11.76,7.4,0,1,0,0,0,0,0,1,0,1
551.6,21.3,6.81,146.7,2.61,10.2,9.76,6.33,0,1,0,0,1,0,0,0,0,0
934.3,21.8,6.3,154.66000000000003,2.56,8.3,0.52,10.75,0,0,0,0,0,1,0,0,0,1
1222.8,27.8,7.32,216.2,7.15,7.7,2.91,6.45,0,0,1,0,0,0,0,1,0,0
1198.5,21.5,5.9,165.4,0.0,8.8,7.68,7.5,0,0,1,0,0,0,0,0,1,1
1077.58,23.599999999999998,6.78,100.2,0.2,9.7,1.85,10.72,1,0,0,0,0,1,0,0,0,1
1127.2,22.8,6.69,123.5,0.21,9.5,24.89,8.22,0,0,0,0,0,0,1,0,0,0
371.9,19.8,6.58,258.0,3.57,10.4,8.06,6.19,0,0,0,0,1,0,0,0,0,0
960.7,23.9,5.24,158.1,4.36,5.5,10.5,10.83,0,0,0,0,0,1,0,0,0,1
781.0600000000001,23.0,5.88,85.2,6.65,5.6,27.78,8.1,0,0,0,0,0,0,0,0,1,1
689.18,29.6,7.15,286.7380000000001,4.6,5.2,26.44,6.38,1,0,0,0,1,0,0,0,0,0
821.0,18.8,5.34,171.2,6.45,7.9,4.84,7.76,0,1,0,0,0,0,0,1,0,0
903.5,19.7,7.97,217.2,4.71,6.8,1.67,9.59,0,1,0,0,0,1,0,0,0,1
846.4,35.9,6.09,141.0,6.67,7.3,5.03,9.85,0,1,0,0,0,1,0,0,0,1
759.1,29.1,7.08,111.55999999999999,5.757999999999999,6.6,4.31,6.57,0,0,0,1,1,0,0,0,0,0
562.6,23.2,5.78,167.9,3.39,7.9,6.2,7.34,0,0,0,1,0,0,0,0,1,0
